index,Text1,Text2,Type,Lang,Scores,e5_mean
10018,حصيلة كورونا اليوم.. 2044 مغربي ومغربية تصابو و37 ماتو و2349 تشافاو.. الطوطال: 133272 إصابة و2330 وفاة و111036 حالة شفاء.. و19906 كيتعالجو منهم 461 فحالة خطيرة,مابقيناش ننزلو على . 3443 مغربي ومغربية تصابو بكورونا اليوم و42 ماتو و1832 تشافاو.. الطوطال: 149841 إصابة و2572 وفاة و124854 حالة شفاء.. و22415 كيتعالجو منهم 445 فحالة خطيرة,train,ary,0.43,0.9547249674797058
10019,مذكرات مدلكة سانك ايطوال الحلقة 13: فالدخلة ديال لوطيل كاينين بزاف ديال الرايات ! و لكن الوحيدين لي عرفت هوما ديالنا و ديال السعودية ” لا إله إلا الله محمد رسول الله” و هل يخفى القمر ؟,مذكرات مدلكة سانك ايطوال الحلقة 29: تلقا الخير فبنات الليل ماتلقاه فبنات ديورهم “سميرة” الراقصة وقفات معايا وقفة راجول,train,ary,0.25,0.8623306751251221
10020,قضية “حمزة مون بيبي”.. هاوقتاش دنيا باطمة وختها ابتسام غادي يمثلو امام ابتدائية مراكش,فعز اتهامها فقضية “حمزة مون بيبي”.. دنيا باطمة راكبة على “لامبركَيني” وكتصور فماركة الطوموبيل باش تعيق على متابعيها,train,ary,0.44,0.8802939653396606
10021,شوف كي كايتمسكنو شوف ! المدافعين عن مول الفوقية بغاو نخليوهم يحرضو الناس ضد الصحافيين و الجرائد و ينشرو الكراهية ضد المفكرين تحت مسمى حرية التعبير ! وا فين عمركم كنتو كاتآمنو بحرية التعبير اصلا ؟ ياك مابغيتوش تشوفو الطراكس ومايا وادومة فوسائل الاعلام ؟ بغيتونا ندفنوهم ؟ ماشي قمة الاقصاء هادي؟,يكفي انه تمشي عند الطبيب و نتا عندك رونديڤو و ينشرك ساعتاين و نتا كاتساين باش تعرف قمة الاحتقار لي عند شي اطباء للمرضى ديالهم و كايقوليك علاش الناس ماكايوقفوش معانا فالمعارك ديالنا ؟ حيت ماكاتحتارموهمش! حيت كاتهينوهم ! كاتستسهتروا بيهم و بالحياة ديالهم ! كاتعاملو معاهم كي الحشرات !,train,ary,0.0,0.8565975427627563
10022,سكوب..تفاصيل مفاوضات سرية لطرد الياس العماري من المكتب السياسي للبام..وقيادي لـ”كود”: باراكا بغينا نوليو بحال الاتحاد الدستوري,تحليل: كيفاش التحكم طلع كذبة عند البيجيدي ف انتخابات مجلس الشمال…صفقة بحضور الياس العماري ردات “البي جي دي” بحال الاتحاد الدستوري,train,ary,0.28,0.8899105787277222
10023,المجلس الوطني لحقوق الإنسان اطلق منصة تفاعلية على حرية الرأي والتعبير,مشروع تكميم المغاربة.. المجلس الوطني لحقوق الإنسان كيوجد لجلسات حوار وفتح نقاش عمومي على حرية التعبير والصحافة,train,ary,0.56,0.906723141670227
10024,معطيات مثيرة في قضية سيدة الأعمال الشهيرة هند العشابي المتهمة بالخيانة الزوجية,سابقة. ابتدائية الرباط ترفض 60 مليارا في فضية سيدة الأعمال هند العشابي المتهمة بالخيانة الزوجية,train,ary,0.68,0.9142782688140868
10026,مدير وكالة بنكية فقلعة السراغنة ضرب لعاقة صحيحة من مالية الوكالة وهرب مع عائلتو لأوروبا,مذكرة بحث دولية في حق مدير وكالة بنكية ضرب مليارات صحيحة,train,ary,0.69,0.892623245716095
10027,الحصيلة الوبائية لفيروس كورونا فهاد 24 ساعة: 77 تصابو و48 تشافاو.. الطوطال: 9074 مصاب و8041 متعافي و213 متوفي و4063 تحت المراقبة,حصيلة كورونا هاد 24 ساعة: 1672 تصابو و32 ماتو و1435 تشافاو.. الطوطال: 65453 إصابة و1216 وفاة و50357 حالة شفاء. و13880 كيتعالجو منهم 202 فحالة خطيرة,train,ary,0.53,0.9362144470214844
10028,حصيلة كورونا فالأقاليم والجهات اليوم: 1876 تصابو و16 ماتو فكازا سطات.. و274 براو فالشمال,حصيلة كورونا فالأقاليم والجهات اليوم: 529 تصابو فكازا سطات و6 ماتو.. و100 تشافاو ففاس مكناس,train,ary,0.66,0.9349501729011536
10029,حصيلة كورونا هاد 24 ساعة: 1537 مغربي ومغربية تصابو و30 ماتو و1303 تشافاو.. الطوطال: 52349 مصاب و888 متوفي و36343 متعافي.. و15118 كيتعالجو منهم 166 فحالة خطيرة,حصيلة كورونا هاد الصباح: 63 تصابو و58 تشافاو.. الطوطال: 12596 حالة منها 8978 تعافاو و228 توفاو و3390 كيتعالجو,train,ary,0.19,0.9294477105140686
10030,الوضعية الوبائية فجهات وأقاليم المغرب ف24 ساعة: جهة كازا سجلات 37 حالة ومراكش آسفي . وفاس مكناس كتحقق أكبر نسبة دالشفاء,الوضعية الوبائية فجهات وأقاليم المغرب: انخفاض عدد الإصابات الجديدة فكازا وجهة فاس كتسجل أكبر عدد ديال حالات الشفاء وها باقي التفاصيل,train,ary,0.33,0.9390535354614258
10031,يوميات قرشالة روفولي. مذكرات ترويها ل”كود” مثلية مغربية بوجه مكشوف: ح 16: نهار تعرفت على مراتي: سكرنا دخلنا للشومبر تخشينا فالفراش و بدون شعور لقيت راسي ناعسة على صدرها و الغريب فالأمر أنني كنت مرتاحة,يوميات مثلية ترويها ل”كود” بوجه مكشوف مثلية: الحلقة 31: كلشي مكوز لي: قرصنو الكونت ديالي وشهرو بي والمدام باغية تهرب من المغرب,train,ary,0.25,0.844685971736908
10032,ها شكون اطلع ليهوم الجُوكْ هاد السيمانة ف المناصب العليا وكولهوم ف التعليم العالي,ها شكون اطلع ليهوم الجوك هاد السيمانة فتعيينات المناصب العليا وها شكون تدار رئيس جديد على جامعة عبد المالك السعدي اللّي مات رئيسها السابق بـ”كورونا”,train,ary,0.58,0.9161235690116882
10033,الوضعية الوبائية لفيروس كورونا فهاد 24 ساعة: 226 تصابو منهم 156 فبؤرة لالة ميمونة.. و106 تشافاو وحتى واحد ما مات.. الطوطال: 9839 حالة و8223 متعافي و213 متوفي,الموت باقا طالعة وحتى الاصابات.. حصيلة كورونا هاد 24 ساعة: 1021 تصابو و16 ماتو و661 تشافاو.. الطوطال: 27217 مصاب و417 متوفي و19629 متعافي و7171 مازال كيتعالجو من الفيروس,train,ary,0.44,0.9334364533424376
10034,المحامي الوزاني بنعبد الله لـ”كود”: معتقلي حراك الريف معارفينش أسباب ومدة العقوبة التأديبية ف حقهم وإدارة السجون باغية تخوّف الشرفاء,المحامي زيان لـ”كود”: العفو الملكي على معتقلي حراك الريف عندو 2 طرق وعائلات المعتقلين ما مشاوش عند السلطة باش يوقعو على العفو,train,ary,0.41,0.8989917039871216
10035,5 مفارقات فمؤتمر البي جي دي الثامن: ابن عرفة ربح بشوهة ونافسو الازمي للي التحق بالحزب غير ف2011 وفشل يقتل بنكيران اللي خرج اكبر واقصى كل منافسيه وفرض بديكتاتورية يتيم,نكبات بي جي دي ابن عرفة السياسية غادية وتتمدد ومعاها الديموقراطية. تگرگات مرة للمرة الخامسة فانتخابات جزئية بالعرايش شارك فيها اقل من 5 بالمائة,train,ary,0.25,0.8799946904182434
10036,جورنالات بلاديمداهمة محل لـ”المساج” بالهرهورة تنتهي باعتقال مقاول وأربع فتيات وتهمة إعداد وكر للدعارة تلاحق صاحبته ومشروع بأزيد من 20 مليارا ينتهي بفضيحة نصب واحتيال,مشروع بأزيد من 20 مليار سينتهي بفضيحة نصب واحتيال ومعظم الضحايا أجانب ومهاجرون,train,ary,0.46,0.8692202568054199
10037,سلسلة تنفرد بنشرها “كود”: “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ الزعامة المخزنية للسلطان العلوي الشريف….التدبير المخزني في “بلاد المخزن” و التسيير الذاتي في “بلاد السيبة”! ح 71,سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ الأدوات المادية لهيمنة المؤسسة الملكية على الحقلين السياسي والديني…القوات المسلحة الملكية (1) ح 119,train,ary,0.39,0.9137400388717652
10038,تحليل حصيلة البرلمان جزء 3: حصيلة البام فالتشريع ضعيفة.. والاستقلال تفوق فالمقترحات والفريق الحركي غير معمر السوق على والو مدار تا مقترح,تحليل حصيلة البرلمان جزء 1: البام ضعيف بزاف.. والبيجيدي يتصدر الأسئلة ويتفوق ثلاث مرات على الفريق الحركي,train,ary,0.5,0.9310908317565918
10039,حصيلة كورونا اليوم: 265 ألف خداو الجرعة الثانية من اللقاح,كورونا اليوم: كثر من 776 ألف واحد خداو الجرعة الثالثة من اللقاح,train,ary,0.71,0.9222425818443298
10040,الوضعية الوبائية لفيروس كورونا فهد 24 ساعة: 295 تصابو و156 تشافاو وواحد مات.. الطوطال: 11633 و8656 متعافي و218 متوفي,حصيلة كورونا فهاد 24 ساعة: 45 تصابو و107 تشافاو و2 ماتو.. الطوطال: 7577 حالة و4881 متعافي,train,ary,0.34,0.9296780824661256
10041,حجز 148 كلغ من مخدر الكوكايين بمطار محمد الخامس العام الماضي,حجز 5 كلغ من مخدر الكوكايين في مطار محمد الخامس,train,ary,0.75,0.9628996253013612
10042,الوضعية الوبائية لكورونا فجهات وأقاليم المغرب اليوم: كازا سطات سجلات 49 حالة جديدة وفاس مكناس 60 حالة شفاء اليوم.. ودرعة تافيلالت خالية من كورونا,الوضعية الوبائية لكورونا فجهات وأقاليم المغرب: 1000 حالة شفاء فكازا ف72 ساعة.. وجهة وجدة ولات خالية من الفيروس,train,ary,0.68,0.9269531965255736
10043,الرحيل ـ دمعة مسافرة ـ الحلقة التاسعة عشر,الرحيل ـ دمعة مسافرة ـ الحلقة عشرون,train,ary,0.72,0.97318834066391
10044,الموت باقا طالعة وحتى الاصابات.. حصيلة كورونا هاد 24 ساعة: 1021 تصابو و16 ماتو و661 تشافاو.. الطوطال: 27217 مصاب و417 متوفي و19629 متعافي و7171 مازال كيتعالجو من الفيروس,حصيلة كورونا فهاد 24 ساعة: 81 تصابو و2 ماتو و329 تشافاو .. الطوطال : 8003 حالة ولكن غير 600 اللي مازال كيتعالجو,train,ary,0.38,0.9470871686935424
10045,يوميات قرشالة روفولي ترويها ل”كود” مثلية بوجه مكشوف الحلقة الثامنة : جاو گلسو معانا جوجت لبنات قلت للمدام واش ممكن نديهم نبيتوهم قالت لي “سخر الله”,يوميات قرشالة روفولي: ترويها ل”كود” مثلية بوجه مكشوف: الحلقة 17 = اه على العشق: ماكلة الحلوة عند هدى مقدسة: بداتني من وذني لعنقي وهي نازلة ، كل جزء كتعطيه حقّو وحسّيت برعشة فبلايص ماكنتش عارفة راسي كيعجبوني,train,ary,0.12,0.8906195759773254
10046,أودي أودي على بوانو وصحابو..المزايدات غير على المحروقات: شوفو كيفاش انبطحو قدام الأبناك ومقدوش يخرجو تقرير المهمة الاستطلاعية على أرباح الأبناك وكيفاش “ضمسو” المهمة حول “حيثان” الدقيق,تقرير المهمة الاستطلاعية حول المحروقات: الدولة هي المستفيدة اللولة من تحرير قطاع المحروقات.. وفرات كتر من 35 مليار درهم وبالنسبة لبلاد غير منتجة للبترول الأسعار منخفضة فالمغرب,train,ary,0.18,0.8461958765983582
10050,دورة جديدة لمجلس جهة كَلميم واد نون فالشهر الجاي و البروكَرام مشارجي – وثيقة,آش واقع؟.. وزارة التربية الوطنية بدلات أسماء أمازيغية لمؤسسات تعليمية بجهة كَلميم واد نون – وثيقة,train,ary,0.5,0.841881513595581
10051,حصيلة كورونا اليوم: 4559 مغربي ومغربية تصابو بالڤيروس و77 ماتو و4641 تشافاو,حصيلة كورونا اليوم: 3577 مغربي ومغربية تصابو و52 ماتو و2796 تشافاو.. الطوطال: 182580 إصابة و3079 وفاة و151634 متعافي.. و27867 كيتعالجو منهم 625 حالتهم خطيرة,train,ary,0.5,0.944348156452179
10053,تضامن واسع مع الطفل آدم الذي أنقذته عمته من صدمة القطار وماتت بدله في منطقة القطار القاتل بالناظور (صور),شوفو لفضيحة. الاسبان يعالجون الطفل ضحية القطار بالناظور الذي أنقذته عمته وتوفيت بدلا عنه، ويؤكدون أن الطبيب الذي عالجه كاد أن يقتله وها علاش (صور),train,ary,0.46,0.909752607345581
10054,حصيلة كورونا اليوم: 163 ألف خداو الجرعة الثانية من الفاكسان و500 تصابو بالفيروس,كورونا اليوم: 4 ماتو و230 تصابو وكثر من جوج مليون و299 ألف خداو الجرعة الثالثة,train,ary,0.62,0.9142099022865297
10056,خاص. قيادي من البي جي دي ل”كود”: ما كاين والو من حكومة ب30 وزير واليوم عاد غادي نحسمو فالهيكلة الحكومية,مفاجأة. هل يتجه بنكيران لاختيار وزراء من خارج البي جي دي لتعويض الشوباني وبنخلدون‎؟ قيادي ل”كود”: الوزيران دياولنا ويستحيل تجيبو من الخارج,train,ary,0.28,0.8901479840278625
10058,الشرطة الهولندية توقف المقاتل المغربي بدر هاري. بعد عودته من عطلته مع إيستيل زوجة ريد كوليت,العلاقة بين زوجة ريد كوليت والمقاتل المغربي بدر هاري تغضب الهولنديين. إيستيل تفضل الاحتفال بعيد ميلادها الـ 34 مع هاري بأمستردام (فيديو),train,ary,0.19,0.9322124123573304
10060,حْنا و”الكان”. الحلقة 1: كيفاش بدات فكرة كأس إفريقيا في فندق صغير بالبرتغال عام 1956 وعلاش غاب المغرب على الدورات الأولى,حْنا و”الكان”. الحلقة 2: المغرب يعتذر عن المشاركة في إقصائيات كأس إفريقيا 1962 في آخر لحظة,train,ary,0.47,0.9027799963951112
10061,قربنا لـ. حصيلة كورونا هاد الصباح: 109 تصابو و7 تشافاو.. الطوطال : 11986 حالة و8730 براو و3036 كيتعالجو,حصيلة كورونا هاد الصباح: 178 تصابو و56 تشافاو.. الطوطال: 14949 حالة منها 11372 تعافاو و242 توفاو و3335 كيتعالجو,train,ary,0.59,0.9391970038414
10062,يوميات قرشالة روفولي ترويها ل”كود” بوجه مكشوف مثلية: الحلقة الخامسة: علاقتي بالبوليسي وكيفاش غمقت عليه وفباب دّوش لوطيل شقمتها فحال الفريسة لصقتها مع الحيط وبديت كنبوسها فالعنق يالا ترولاكسات وطاحت ليها الفوطة سمعت الدق,يوميات قرشالة روفولي ترويها ل”كود” مثلية بوجه مكشوف. الحلقة 26: رحلة العودة من بني ملال لكازا وخا درنا لكلام فالتران وتكيفنا ما بغاتش تسولني هدى اش وقع مع لميمة ديك الليلة ما بغاتش تحسسني باللي كتغير علي,train,ary,0.07,0.8868322372436523
10064,تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” وظيفة جهاز وزارة الداخلية في مسلسل احتكار المؤسسة الملكية للحقل السياسي… كيفية اشتغال جهاز الداخلية.. من الحسن اليوسي لإدريس البصري (1). ح 127,تنفرد بنشرها”كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الثوار الباحثون عن شرعيات سياسية جديدة: العياشي وجمهورية بوركًراكً الموريسكية ح 55,train,ary,0.25,0.9197039008140564
10065,الوضعية الوبائية لفيروس كورونا فهاد 24 ساعة: 214 تصابو و238 تشافاو و2 ماتو.. الطوطال: 15542 مصاب و12065 متعافي و245 متوفي و3232 كيتعالجو,الحصيلة الوبائية لفيروس كورونا فهاد 24 ساعة: 121 تصابو و97 تشافاو وواخد مات.. الطوطال: 7332 وغير اليوم دارت أكثر من 10 آلاف تحليلة وجهة كازا بوحدهها سجلات 88 حالة,train,ary,0.47,0.9267657995224
10066,العمراني نائب أمين عام “البي جي دي” لـ”كود”: القاسم الانتخابي على أساس المسجلين نسف لمبدأ الاختيار الديمقراطي وإذا تعتمد غانصوتو ضد القانون التنظيمي لمجلس النواب..وهادشي كبير ميمكنش نتنازلو عليه,تحليل. عزلة “البي جي دي” بين “الإرادة الكبرى” للأحزاب لتمرير القاسم الانتخابي على أساس المسجلين و”التهديد” بالعصيان فالبرلمان,train,ary,0.21,0.892635703086853
10067,سكوب. قيادي من البي جي دي ل”كود”: هادي بوحدها تخلي كلام العثماني كولو ماشي صحيح بخصوص دخول الاتحاد,قيادي في البام ل”كود”: البي جي دي دار حملة انتخابية يوم الاقتراع وغادين نديرو طعن فالمجلس الدستوري على ما حدث,train,ary,0.25,0.8546362519264221
10068,المسخوط كان قريب يزور بنكيران. اعتقال ثلاثيني في الجديدة انتحل صفة إطار سام للتدخل في قضية معروضة على القضاء وها شنو لقاو عندو البوليس,جا تا البوليس وبغا يقولبهوم. اعتقال ميكانيكي انتحل صفة دركي وها شنو لقاو عندو البوليس ديال فاس,train,ary,0.25,0.8936294913291931
10069,حمزة مون بيبي. ملف دنيا باطما داز ثاني فالمحكمة.. وها آش قررات ابتدائية مراكش,ملف دنيا باطما فقضية “حمزة مون بيبي” بدا البت فيه استئنافيا.. وها آش وقع فأول جلسة,train,ary,0.71,0.9325408935546876
10070,الوضعية الوبائية لفيروس كورونا فهذ 24 ساعة: تسجلات 165 حالة جديدة و379 شفاء و2 وفايات.. الطوطال: 16262 مصاب و13821 متعافي و259 متوفي.. و2182 كيتعالجو,الوضعية الوبائية لفيروس كورونا فهذ 24 ساعة: تسجلات 181 حالة جديدة و395 شفاء وواحد مات.. الطوطال: 16726 مصاب و14360 متعافي و264 متوفي.. و2102 كيتعالجو,train,ary,0.46,0.9545788764953612
10071,الحصيلة الوبائية لفيروس كورونا فهاد 24 ساعة: 121 تصابو و97 تشافاو وواخد مات.. الطوطال: 7332 وغير اليوم دارت أكثر من 10 آلاف تحليلة وجهة كازا بوحدهها سجلات 88 حالة,الحصيلة الوبائية لكورونا فهذ 24 ساعة: المغرب حقق رقم قياسي جديد فمعدل حالات الشفاء اليومية بكورونا والوضعية الوبائية كتحسن.. سجلنا 434 حالة شفاء وغير 26 إصابة وحتى واحد ما مات,train,ary,0.36,0.8800272941589355
10072,فتنا 70000 حالة.. حصيلة كورونا فهاد 24 ساعة: 1555 مغربي ومغربية تصابو و37 ماتو و1446 تشافاو.. الطوطال: 70160 إصابة و1329 وفاة و53929 حالة شفاء.. و14902 كيتعالجو منهم 189 فحالة خطيرة,حصيلة كورونا هاد الصباح: 95 تصابو و6 تشافاو.. الطوطال: 12385 حالة منها 225 ماتو و8839 تعافاو و3321 كيتعالجو,train,ary,0.39,0.9280285835266112
10073,الاتحاد الأوروبي: كنتبعو مستجدات ملف الصحرا و كندعمو جهود الأمم المتحدة لحل النزاع,بوريطة على بلاغ مجلس السلم و الأمن الافريقي: ما كيعبرش على مواقف غالبية الأعضاء اللي كيدعمو جهود الأمم المتحدة ف ملف الصحرا,train,ary,0.5,0.9177833795547484
10074,حصّاد خرّجْ عينو فلوبيات التعليم الخصوصي وها شحال من مؤسسة اللّي حصّلها كتفرق النقاط بحال كعب غزال,ها مؤسسات التعليم الخصوصي اللّي غير كتفرق النقط بحال كعب غزال وحصّاد معقلش عليهوم +اللاّئحة,train,ary,0.59,0.9291486740112304
10075,حصيلة كورونا هاد الصباح: 93 تصابو و2 ماتو و147 تشافاو.. الطوطال: 15635 حالة منها 247 توفاو و12212 تشافاو,حصيلة كورونا فهاد 24 ساعة: 1221 مغربي ومغربية تصابو و27 ماتو و1315 تشافاو.. الطوطال: 57085 مصاب و1011 وفاة و41901 حالة شفاء.. و14173 كيتعالجو منهم 183 فحالة خطيرة,train,ary,0.36,0.9305124282836914
10076,الفرقة الوطنية تحقق مع 21 رجل أمن في قضية الليبي الذي يتزعم شبكة دولية لتهريب المخدرات وسرقة السيارات الفارهة,منعش عقاري معروف يتزعم شبكة دولية لتهريب المخدرات,train,ary,0.69,0.8752756118774414
10077,الدزاير. 272 إصابة جديدة بـ”كورونا” و3 ماتو و209 تشفاو.. وها شحال وصلو فالطُوطَالْ,الدزاير.. 460 إصابة جديدة بـ”كورونا” و10 ماتو و308 تشفاو و53 فالعناية المركزة: ها شحال وصلو فالطُوطَالْ,train,ary,0.5,0.9344907999038696
10078,كورونا : 30 تقاسو بالفيروس فجهة العيون الساقية,كورونا : 30 تقاسو بالفيروس فجهة كَليميم وادنون,train,ary,0.71,0.9235154986381532
10079,الدزاير.. 614 إصابة جديدة بـ”كورونا” و12 ماتو و359 تشفاو: ها شحال وصلو فالطُوطَالْ,الدزاير.. 278 إصابة جديدة بـ”كورونا” و10 ماتو و196 تشفاو: ها شحال وصلو فالطُوطَالْ,train,ary,0.66,0.9477091431617736
10080,احتجاجات في بني بوعياش بعد إدانة المحكمة لاثنين بـ20 شهرا نافذا على خلفية أحداث الأخيرة والمحكمة تبرئ 15 آخرين,ثلاث سنوات حبسا نافذا في حق شخص توبع على خلفية أحداث بني بوعياش,train,ary,0.56,0.903750479221344
10081,اختلاس فلوس البحث العلمي.. الحكم بالبراءة على مسؤولين فـ جامعة مولاي إسماعيل وبعدم الاختصاص فـ الطلبات المدنية,فضيحة اختلاس فلوس البحث العلمي فـ جامعة مولاي اسماعيل.. جنايات فاس دارت المسطرة الغيابية فـ حق جوج متهمين,train,ary,0.68,0.907702088356018
10082,داهي اگاي “لگود” : الدعوة ضد ابراهيم غالي حطيتها اليوم عند الوكيل العام ومجلس القضاء فإسبانيا و”لي كيكول عني ماني صحراوي ايجي ايواجهني ورمضان مسعود ليس من ضحايا الجبهة (نص الشكاية),داهي اكاي أحد ضحايا البوليساريو يتحدث لكود : هاكيفاش عذبني ابراهيم غالي ونكل بيا,train,ary,0.28,0.8704149127006531
10083,عاجل.. القيادة العليا للدرك الملكي توقف “لاجودان” الجدارمية الذي ظهر في فيديو يسب الله، في انتظار عرضه على المحكمة العسكرية بالرباط..!!,القيادة العليا للدرك الملكي تعتمد رقمنة جميع وثائق أرشيفها الذي يرجع الى أزيد من ستة عقود وفرقة دركية خاصة تشرف على إتلاف الأرشيف الورقي,train,ary,0.11,0.809587836265564
10084,حصيلة كورونا: 4 مليون خداو الجرعة الثانية من الفاكسان واليوم تصاب 507 واحد,حصيلة كورونا والفاكسان اليوم: 4 مليون مغربي خداو الجرعة اللولة من اللقاح وكثر من 70 الف خداو الثانية,train,ary,0.71,0.935219407081604
10085,قيادي فالبي جي دي لـ”كود”: بإجماع الأمانة العامة القاسم الانتخابي خط أحمر.. ومفاوضات “القوانين الانتخابية” مع الداخلية,القاسم الانتخابي داير أزمة كبيرة وسط البي جي دي.. قيادي لـ”كود”: خيار مقاطعة الانتخابات وارد وكيعجل بعقد دورة استثنائية لبرلمان الحزب,train,ary,0.43,0.8896830677986145
10086,حصيلة كورونا فالأقاليم والجهات: 1002 تصابو و12 ماتو فكازا سطات بوحدها.. و379 تشافاو فسوس,حصيلة كورونا فالأقاليم والجهات اليوم: 10 ماتو و1024 تصابو فكازا سطات.. و369 براو فسوس ماسة,train,ary,0.66,0.9558298587799072
10087,شوهة دنيا باطمة ولات عالمية بالاتهامات الموجهة ليها فقضية “حمزة مون بيبي”,دنيا باطمة دارت محامية باش تدعي لي كذبو عليها وطيحو عليها الباطل في قضية “حمزة مون بيبي”,train,ary,0.5,0.9425677061080932
10088,ها شحال ديال الحبس اعطاو لرئيس المجلس البلدي لتاركيست وبرلماني البام المتهم بـ”الارتشاء”,عمر الزراد رئيس المجلس البلدي لتاركيست وبرلماني البام المتهم بـ”الارتشاء” أمام غرفة الجنايات بفاس,train,ary,0.65,0.9277012944221495
10089,“كود” تنفرد بنشر سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !ح 10 : العلاقة بين الخليفة والسلطان المغربي,تنفرد بنشرها “كود”. “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الاستقلال السياسي والإديولوجي المغربي على عهد السلالات ذات الشرعية الذاتية…آشنو كايمييز الخلافة الموحدية التومرتية على الخلافة الإسلامية؟ ح 40,train,ary,0.25,0.9201653599739076
10090,غير للتاريخ. راه بنعرفة العدالة والتنمية اللي قدم اسم لفتيت اللي اقتارن اسمو بخدام الدولة للي خداو اراضي الدولة,اللا يا لفتيت راه المشكل فالحسيمة سياسي ماشي اجتماعي. البلوكاج وحكومة بنعرفة العدالة والتنمية و8 احزاب كتغوت راه كان التزوير وتعيينك انت فالداخلية: راه خاص المواطن يصوت ويحس بصوتو عندو قيمة,train,ary,0.16,0.878241240978241
10091,فضايح “الجنس مقابل النقاط” فالجامعات.. فدرالية رابطة حقوق النساء: هادي جرائم ديال الاتجار فالبشر وخاص قانون شامل يضمن حماية وجبر ضرر الضحايا وعقاب المجرمين,فضيحة “الجنس مقابل النقط”.. فدرالية رابطة حقوق النساء دخلات كطرف مدني,train,ary,0.41,0.8770319223403931
10092,المغرب حطم الروكور فعدد الإصابات الجديدة بكورونا اليوم: 570 تصابو و228 تشافاو و7 ماتو.. الطوطال: 18834 مصاب و16100 متعافي و299 متوفي .. و2435 كيتعالجو,حصيلة كورونا هاد الصباح: 218 تصابو و26 تشافاو.. الطوطال: 12854 حالة و9052 متعافي و228 متوفي و3574 كيتعالجو,train,ary,0.57,0.9061064720153807
10093,رمضان وكونفينمون (الحلقة 27).. الممثل أمين الناجي فحوار مع “كود”: مازال عندنا نقص ف”السيتكوم”.. وحتى عمل فني مافيه إساءة غير اللي فيه الفز كيقفز,رمضان وكونفينمون (الحلقة 20).. غيثة لكَزولي فحوار مع “كود”: الدعوى ضد “قهوة نص نص” مامنهاش حيت كَاع المهن فيها الصالح والطالح,train,ary,0.31,0.8810502886772156
10094,كورونا اليوم: 1848 تصابو وكثر من 17 مليون و764 ألف تلقحو بالكامل,عدد اللي تلقحو فات عدد اللي تصابو بكورونا.. الحصيلة اليوم: 234 تقاسو بالڤيروس و14 ماتو.. وكثر من 550 ألف دارو الڤاكسان فالطوطال,train,ary,0.47,0.8760731220245361
10095,الأرصاد الجوية لـ”كَود”: الطقس غادي يبقا سخون نسبيا والحرارة غاتوصل اليوم لـ45 درجة فهاد البلايص,الأرصاد الجوية كاتحذر من الصهد: الحرارة غاتوصل حتى لـ45 درجة فهاد البلايص,train,ary,0.93,0.9153550267219543
10096,ملف بنعلو ..غرفة جرائم الأموال فكازا تؤيد الحكم الابتدائي في حق مسؤول عن الصفقات بالمكتب الوطني للمطارات,خاص. تأييد الحكم الابتدائي في حق بنعلو ومن معه: 5 سنين ليه ويرجع الأموال المبددة,train,ary,0.59,0.8938784003257751
10097,تحقيق حول فضائح “سي دي جي” الجزء الاول. كيف اعتقل محمد زيزي بسبب نهب المال العام في فضيحة 8 فنادق للقرض العقاري والسياحي وغادر السجن لتعاد له الفنادق الثمانية وفوقها ستة فنادق أخرى بطريقة غير مباشرة,تحقيق حول فضائح صندوق الايداع والتدبير. الجزء الرابع. فندق الحسيمة باي فضيحة أخرى من يتحمل فيها المسؤولية وفندق الاندلس الذي تم هدمه سنة 2008 ولم يبنى لحد الساعة,train,ary,0.17,0.8618141412734985
10098,كورونا : 19 تقاسو بالفيروس فجهة كَليميم وادنون وفيهم المندوب الإقليمي للصحة فإفني,كورونا : 14 تقاسو بالفيروس فجهة كَليميم وادنون,train,ary,0.61,0.9362608790397644
10099,مذكرات مدلكة سانك ايطوال الحلقة 23: ماعمري تخايلت راسي غانتزعط فكليان حتى بان ” البيرطو” السبليوني عشقتو وفابور,مذكرات مدلكة سانك ايطوال الحلقة 19: “الفتيخ” فن ماكاتعرفش ليه أي وحدة حيت كايجمع بين “الجقير” و “الشفرة” و “السعاية” و لكن كلشي بالفن …فلوطيل غانشد الماستر فالفتيخولوجيا,train,ary,0.29,0.8663508892059326
10100,اكتشف ما يخبأه لك برجك صحيا ومهنيا وعاطفيا وعائليا يومه الجمعة (3 غشت 2012),اكتشف ما يخبأه لك برجك مهنيا وعاطفيا وأسريا يومه الجمعة (14 يوليوز 2012),train,ary,0.67,0.9638674259185792
